iter	RMSE
298	0.7686803364
299	0.76777628
300	0.7651868901
301	0.7615373364
302	0.7603638703
303	0.7594560827
304	0.7591042318
305	0.7578422004
306	0.7574240215
307	0.7559078778
308	0.7548957378
309	0.7541042364
310	0.7530852087
311	0.7519823699
312	0.7510732472
313	0.7482071695
314	0.7474118333
315	0.7453251441
316	0.7434586523
317	0.743342878
318	0.7432427263
319	0.7424323782
320	0.7415372199
321	0.7405364581
322	0.7398595532
323	0.7379727582
324	0.7376218552
325	0.7371533142
326	0.7367566087
327	0.7360334269
328	0.7353734416
329	0.7343704267
330	0.7335293804
331	0.732927937
332	0.7322510747
333	0.7312744585
334	0.730993255
335	0.7273910105
336	0.7265836696
337	0.7258297195
338	0.72376417
339	0.7230225711
340	0.7223414949
341	0.7215233993
342	0.7214358923
343	0.7204881132
344	0.7191770063
345	0.7182916294
346	0.7176615835
347	0.7169984781
348	0.7160801091
349	0.7154801094
350	0.7153417589
351	0.7149089524
352	0.7143193083
353	0.7139426595
354	0.7130679307
355	0.712668874
356	0.7120514663
357	0.7116982546
358	0.7110747816
359	0.7104872543
360	0.7097925378
361	0.7030469532
362	0.7023613337
363	0.7012257628
364	0.7003796259
365	0.7000894295
366	0.6960538779
367	0.6957469865
368	0.6951557951
369	0.6949855871
370	0.6945067148
371	0.6937263788
372	0.6934847859
373	0.6929325014
374	0.692139756
375	0.6916916301
376	0.6910186818
377	0.6885206384
378	0.6883235511
379	0.688088597
380	0.6875882625
381	0.6860444276
382	0.6855843356
383	0.6849475919
384	0.6841170754
385	0.683024729
386	0.6824089383
387	0.6816314461
388	0.6806263374
389	0.6800915952
390	0.6780936519
391	0.6774749395
392	0.6771287541
393	0.6768360097
394	0.6763336133
395	0.6760684472
396	0.6756221092
397	0.67501837
398	0.6738430003
399	0.6733644444
400	0.6730608615
401	0.6722473371
402	0.6720936262
403	0.6713973955
404	0.6707372966
405	0.670182463
406	0.6693790316
407	0.6690463267
408	0.6686373769
409	0.6680077305
410	0.6674002374
411	0.6658400894
412	0.6653690389
413	0.6649073851
414	0.6630159037
415	0.6629120734
416	0.6620905997
417	0.6616662328
418	0.6610603923
419	0.6606453997
420	0.660183308
421	0.6590317487
422	0.6585998923
423	0.6575165588
424	0.6571145421
425	0.6565433539
426	0.6561820681
427	0.6559614808
428	0.6554699554
429	0.6549361561
430	0.6542176305
431	0.6533583514
432	0.6532103527
433	0.6531183447
434	0.6529913565
435	0.6510470132
436	0.6506071999
437	0.6502827147
438	0.6494742856
439	0.648944324
440	0.6480648851
441	0.6475651229
442	0.6471717054
443	0.6467072508
444	0.6460975965
445	0.6457760319
446	0.6448335266
447	0.6445981322
448	0.6439064443
449	0.6433164939
450	0.6429117142
451	0.6424925697
452	0.6417850767
453	0.6414755404
454	0.6413794888
455	0.6408788606
456	0.6403604194
457	0.6401158466
458	0.6396110374
459	0.6392686308
460	0.6385534585
461	0.637559518
462	0.6341883659
463	0.6335810577
464	0.6333669625
465	0.6314652902
466	0.6311373076
467	0.6303732553
468	0.6301534737
469	0.6299348049
470	0.629426825
471	0.6280750858
472	0.627253844
473	0.6255819683
474	0.6250490013
475	0.6245713778
476	0.6238519142
477	0.6233289209
478	0.6227811308
479	0.622341249
480	0.6218627998
481	0.6213946352
482	0.6210106605
483	0.6196287487
484	0.6188655951
485	0.6187615369
486	0.6182890822
487	0.618140321
488	0.6179877348
489	0.617532781
490	0.6172561898
491	0.6170150275
492	0.6160583319
493	0.6153693186
494	0.6145205527
495	0.6142901322
496	0.6139850085
497	0.6135577803
498	0.6131362831
499	0.6125583127
500	0.6122528496
501	0.6121570422
502	0.6115662439
503	0.6102333913
504	0.6099598898
505	0.6075596986
506	0.6073509748
507	0.6070287738
508	0.6069180601
509	0.6062800149
510	0.6055269325
511	0.605008986
512	0.6049475734
513	0.6043118167
514	0.6037182301
515	0.6034987947
516	0.602922279
517	0.602632753
518	0.6023489693
519	0.6021057559
520	0.6011826125
521	0.6007694897
522	0.6004873212
523	0.5997246472
524	0.5994050119
525	0.5988660379
526	0.5985415067
527	0.5980718027
528	0.5978612291
529	0.597663395
530	0.597267439
531	0.597208436
532	0.5969299733
533	0.5964069215
534	0.5962825923
535	0.5951209111
536	0.5937685951
537	0.5933200542
538	0.5930153698
539	0.5926272985
540	0.5922398893
541	0.5921760869
542	0.5918893878
543	0.5917558343
544	0.5915303896
545	0.5912312456
546	0.5910640835
547	0.5906466471
548	0.5903660908
549	0.5900799981
550	0.5895959495
551	0.5889916929
552	0.588495445
553	0.5883107657
554	0.5879845859
555	0.587788514
556	0.5874369209
557	0.5868867118
558	0.5867618549
559	0.5866747936
560	0.5856275387
561	0.5854104407
562	0.5851883848
563	0.5847471535
564	0.5846448606
565	0.5845231401
566	0.5841609821
567	0.5835316781
568	0.5830658551
569	0.5819988086
570	0.5819630784
571	0.5816407604
572	0.5813714648
573	0.5811480777
574	0.5808513388
575	0.5804962877
576	0.5799992328
577	0.579688284
578	0.5792699906
579	0.5789304578
580	0.5784532555
581	0.5780762649
582	0.5770667718
583	0.575959242
584	0.5755413651
585	0.5749000365
586	0.5745076764
587	0.5732699872
588	0.5727216457
589	0.5725386398
590	0.5723637518
591	0.5715804384
592	0.5711259647
593	0.5708299064
594	0.570319666
595	0.5701447122
596	0.5695431683
597	0.568827454
598	0.5683518321
599	0.5679758881
600	0.5676839158
601	0.5672392453
602	0.5668685746
603	0.5666481465
604	0.5665439373
605	0.5661367462
606	0.5654308595
607	0.5652340357
608	0.5649915809
609	0.5647005241
610	0.5645626833
611	0.5645289594
612	0.5642615297
613	0.5639376309
614	0.5636897135
615	0.5632703477
616	0.5631718178
617	0.5626578388
618	0.5618526234
619	0.5614879914
620	0.5612264135
621	0.5607969067
622	0.5596277625
623	0.5593517547
624	0.55907864
625	0.5588587401
626	0.5584734464
627	0.558214021
628	0.5580208741
629	0.5578039204
630	0.55729763
631	0.5567588876
632	0.5566992763
633	0.5563993342
634	0.5562006961
635	0.5557842234
636	0.5556457358
637	0.5554164573
638	0.5549312082
639	0.5547080041
640	0.5544537417
641	0.5541739402
642	0.5538212549
643	0.5533968792
644	0.55309179
645	0.5528242029
646	0.5524586602
647	0.5521087772
648	0.5517753402
649	0.5514580367
650	0.5509613192
651	0.5505515435
652	0.5504094105
653	0.5503051431
654	0.5497560594
655	0.5497028571
656	0.5495091068
657	0.5489896753
658	0.5487893533
659	0.5482054248
660	0.5477574005
661	0.5474466725
662	0.5470083112
663	0.5462814389
664	0.5460428198
665	0.5459054618
666	0.5457907371
667	0.5456791357
668	0.5455634117
669	0.5449729774
670	0.5447301404
671	0.544058751
672	0.5437192215
673	0.5436983242
674	0.5435675753
675	0.5435063026
676	0.5430698762
677	0.5430008657
678	0.5427013423
679	0.5424247596
680	0.542203826
681	0.541398165
682	0.5406615851
683	0.540239906
684	0.5400681163
685	0.5397334515
686	0.5394965183
687	0.5386339169
688	0.5383764459
689	0.5381591671
690	0.5378401759
691	0.5377240278
692	0.5365420273
693	0.536259595
694	0.5360492753
695	0.5355393361
696	0.5353573154
697	0.5351069769
698	0.5350343334
699	0.534796566
700	0.5331860574
701	0.532912079
702	0.5325348941
703	0.5324472685
704	0.5321424831
705	0.5321258808
706	0.5318209624
707	0.5314023445
708	0.5312093811
709	0.5310038733
710	0.5302738396
711	0.5301103475
712	0.5298714692
713	0.5297729307
714	0.5296760006
715	0.5295201714
716	0.5293664004
717	0.5291879667
718	0.5289956943
719	0.5288270509
720	0.528609651
721	0.5284393197
722	0.5282785331
723	0.5281132486
724	0.5276887508
725	0.5276252611
726	0.5270990288
727	0.5268471143
728	0.5266685299
729	0.526321404
730	0.5261590647
731	0.5258950725
732	0.5251540688
733	0.5249827699
734	0.5245022451
735	0.5240219839
736	0.5239309632
737	0.5234701824
738	0.5233202907
739	0.5222537532
740	0.5220506008
741	0.5219376292
742	0.5213196392
743	0.5211810716
744	0.5210608128
745	0.5208906369
746	0.5202351868
747	0.5199841887
748	0.5199177455
749	0.5195369384
750	0.519431678
751	0.5192551207
752	0.5190388778
753	0.5188395892
754	0.5184926823
755	0.5180641991
756	0.5178373557
757	0.5178040309
758	0.5174809567
759	0.5169804337
760	0.516768651
761	0.5167164813
762	0.5160803496
763	0.5158967543
764	0.5155661562
765	0.5152981219
766	0.5150716023
767	0.5150630768
768	0.5145747176
769	0.514380049
770	0.5142030081
771	0.5139533734
772	0.513802956
773	0.5135604422
774	0.5132532606
775	0.5126562767
776	0.5125628603
777	0.5123265221
778	0.5121217346
779	0.5118272013
780	0.5112857988
781	0.5111306351
782	0.5106981934
783	0.5105553239
784	0.5104504075
785	0.5102987727
786	0.5099858018
787	0.509740979
788	0.5096802921
789	0.5093900948
790	0.5091642158
791	0.5089080466
792	0.5087007381
793	0.5085007033
794	0.5082888567
795	0.5080645639
796	0.5077822082
797	0.5067321922
798	0.5065979763
799	0.5064431862
800	0.5063044427
801	0.505521603
802	0.5053439891
803	0.5047475028
804	0.5046449251
805	0.5044937994
806	0.5044193612
807	0.5041944824
808	0.5037553847
809	0.5036937194
810	0.5032288202
811	0.5029029176
812	0.5024016833
813	0.5023068526
814	0.5022664699
815	0.5020744933
816	0.5018955325
817	0.5017459433
818	0.5014581502
819	0.5013834701
820	0.5012690394
821	0.5010924218
822	0.5009399192
823	0.5008146538
824	0.5006086408
825	0.500483453
826	0.4999597537
827	0.499726865
828	0.4994923814
829	0.4992563105
830	0.4990831668
831	0.4989172142
832	0.4987248569
833	0.4985567386
834	0.4984270945
835	0.4977728671
836	0.4975722879
837	0.4973979777
838	0.4970757603
839	0.4968344926
840	0.4963451406
841	0.4959801829
842	0.495939881
843	0.4953854202
844	0.4950746642
845	0.4950274916
846	0.4948737112
847	0.4943456991
848	0.4940488086
849	0.4935461586
850	0.4930904191
851	0.4929789702
852	0.4929223456
853	0.4928678269
854	0.4926532095
855	0.4924104084
856	0.4922695686
857	0.4918409053
858	0.4917059392
859	0.4915722477
860	0.4914237975
861	0.4912434023
862	0.4901315079
863	0.4898297455
864	0.4896652968
865	0.4893974993
866	0.4889892146
867	0.4887330854
868	0.4884119887
869	0.4883461468
870	0.4882669058
871	0.4875861179
872	0.4872377708
873	0.4869323964
874	0.4866532543
875	0.4865024518
876	0.4863535305
877	0.4863194782
878	0.4859804792
879	0.4858196912
880	0.485513716
881	0.4854984078
882	0.4853957101
883	0.4843482604
884	0.4841895396
885	0.4840475461
886	0.4839446503
887	0.4838420665
888	0.4835508914
889	0.4833323594
890	0.4819101582
891	0.4817945819
892	0.4817392688
893	0.4814008146
894	0.4811304966
895	0.4809518432
896	0.4804695958
897	0.4803420109
898	0.4801432928
899	0.4801007906
900	0.4797906943
901	0.4797438642
902	0.4795319799
903	0.4787660875
904	0.4787106355
905	0.478480185
906	0.4782947996
907	0.477672553
908	0.4775510548
909	0.4772332078
910	0.4763727757
911	0.4762306152
912	0.4760237143
913	0.4758431793
914	0.4756621222
915	0.4754551258
916	0.475274825
917	0.4750766948
918	0.4749348422
919	0.4745536742
920	0.4744347306
921	0.474168462
922	0.4740667994
923	0.4739442376
924	0.47376125
925	0.4736210184
926	0.473542027
927	0.4733541007
928	0.4730246344
929	0.4729381786
930	0.4726990295
931	0.4723913976
932	0.4721468661
933	0.4720028639
934	0.4718604995
935	0.4716870783
936	0.4715804405
937	0.4713758574
938	0.4710931547
939	0.4709484549
940	0.4707018378
941	0.4705216951
942	0.4703899308
943	0.4701955865
944	0.469996869
945	0.4696947368
946	0.4694631726
947	0.46937974
948	0.4692979478
949	0.4690433413
950	0.4688723722
951	0.4686747196
952	0.4684232222
953	0.4682515241
954	0.4682316383
955	0.4680472393
956	0.4678335575
957	0.4676536038
958	0.4671984294
959	0.4671040618
960	0.4668914097
961	0.4667410084
962	0.4666437644
963	0.4666117713
964	0.4665187412
965	0.4661178649
966	0.4660554399
967	0.4659776802
968	0.4658364345
969	0.4656848939
970	0.4655464609
971	0.4649268181
972	0.4647879152
973	0.4646476717
974	0.4646096993
975	0.4645216369
976	0.4644511984
977	0.4643193613
978	0.4641374957
979	0.4639510227
980	0.4638275103
981	0.4637005159
982	0.4633298683
983	0.4632459787
984	0.4631559289
985	0.4628976555
986	0.4627940672
987	0.4627451339
988	0.462524234
989	0.4624698451
990	0.4623409423
991	0.4622520104
992	0.4621599945
993	0.4618496204
994	0.4616903241
995	0.4615955143
996	0.4612113976
997	0.4610076907
998	0.4609563626
999	0.460538844
